budget,method,task,regime,seed,episode,accepted,breach,gated_success,gated_utility,predicted_revision_risk,realized_revision_risk
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,7,0,1,0,0.938711,1.304415,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,7,1,1,0,0.915947,1.293450,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,7,2,1,0,0.900837,1.273126,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,7,3,1,0,0.890368,1.264963,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,7,4,1,0,0.924624,1.280752,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,7,5,1,0,0.919246,1.289499,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,7,6,1,0,0.936932,1.314928,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,7,7,1,0,0.897722,1.282531,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,8,0,1,0,0.897177,1.265165,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,8,1,1,0,0.915732,1.290129,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,8,2,1,0,0.920006,1.295611,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,8,3,1,0,0.913855,1.293119,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,8,4,1,0,0.912895,1.297373,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,8,5,1,0,0.932983,1.308147,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,8,6,1,0,0.926180,1.297269,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,8,7,1,0,0.903431,1.275600,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,9,0,1,0,0.894066,1.261830,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,9,1,1,0,0.898045,1.269502,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,9,2,1,0,0.920828,1.299033,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,9,3,1,0,0.918441,1.295288,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,9,4,1,0,0.931190,1.314639,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,9,5,1,0,0.941885,1.310925,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,9,6,1,0,0.922437,1.299386,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,nominal,9,7,1,0,0.953621,1.312038,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,0,0,1,0,0.887088,1.217270,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,0,1,1,0,0.853938,1.186698,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,0,2,1,0,0.874376,1.212694,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,0,3,1,0,0.873905,1.201814,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,0,4,1,0,0.841073,1.174814,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,0,5,1,0,0.860862,1.197400,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,0,6,1,0,0.856601,1.183697,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,0,7,1,0,0.858176,1.202497,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,1,0,1,0,0.877286,1.222146,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,1,1,1,0,0.857702,1.198117,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,1,2,1,0,0.880327,1.224549,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,1,3,1,0,0.885602,1.216852,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,1,4,1,0,0.872468,1.207196,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,1,5,1,0,0.863760,1.195089,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,1,6,1,0,0.831961,1.166351,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,1,7,1,0,0.868306,1.197921,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,2,0,1,0,0.854236,1.187366,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,2,1,1,0,0.869192,1.206192,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,2,2,1,0,0.867410,1.200382,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,2,3,1,0,0.834206,1.170422,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,2,4,1,0,0.867468,1.199816,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,2,5,1,0,0.861244,1.195946,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,2,6,1,0,0.859201,1.200209,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,2,7,1,0,0.868549,1.198364,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,3,0,1,0,0.855009,1.194958,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,3,1,1,0,0.882849,1.224072,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,3,2,1,0,0.890911,1.226488,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,3,3,1,0,0.867621,1.196336,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,3,4,1,0,0.887794,1.213067,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,3,5,1,0,0.883940,1.219212,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,3,6,1,0,0.858988,1.193219,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,3,7,1,0,0.840754,1.181737,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,4,0,1,0,0.879000,1.218503,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,4,1,1,0,0.879348,1.212546,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,4,2,1,0,0.874875,1.208379,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,4,3,1,0,0.865488,1.197240,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,4,4,1,0,0.872734,1.202208,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,4,5,1,0,0.890104,1.225233,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,4,6,1,0,0.848671,1.185445,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,4,7,1,0,0.851386,1.176599,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,5,0,1,0,0.890949,1.220461,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,5,1,1,0,0.889622,1.226546,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,5,2,1,0,0.868264,1.200742,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,5,3,1,0,0.900895,1.226434,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,5,4,1,0,0.839945,1.170815,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,5,5,1,0,0.835762,1.182451,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,5,6,1,0,0.878116,1.212650,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,5,7,1,0,0.854580,1.181426,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,6,0,1,0,0.858080,1.191916,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,6,1,1,0,0.879980,1.217176,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,6,2,1,0,0.894468,1.227694,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,6,3,1,0,0.884556,1.217095,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,6,4,1,0,0.869113,1.203071,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,6,5,1,0,0.834729,1.174442,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,6,6,1,0,0.890551,1.214854,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,6,7,1,0,0.859388,1.177698,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,7,0,1,0,0.847274,1.177197,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,7,1,1,0,0.875524,1.195540,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,7,2,1,0,0.892211,1.239311,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,7,3,1,0,0.855200,1.187717,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,7,4,1,0,0.865247,1.209385,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,7,5,1,0,0.879424,1.210412,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,7,6,1,0,0.865564,1.194659,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,7,7,1,0,0.873427,1.208998,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,8,0,1,0,0.827542,1.158505,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,8,1,1,0,0.867558,1.208059,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,8,2,1,0,0.849444,1.187842,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,8,3,1,0,0.869999,1.203341,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,8,4,1,0,0.849935,1.176573,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,8,5,1,0,0.880451,1.217147,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,8,6,1,0,0.835258,1.167823,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,8,7,1,0,0.856854,1.193310,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,9,0,1,0,0.879273,1.218252,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,9,1,1,0,0.816287,1.146712,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,9,2,1,0,0.887598,1.214607,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,9,3,1,0,0.849443,1.181207,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,9,4,1,0,0.868730,1.200768,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,9,5,1,0,0.857768,1.198333,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,9,6,1,0,0.853238,1.182877,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,noisy_observation,9,7,1,0,0.862105,1.192128,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,0,0,1,0,0.801961,1.091529,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,0,1,1,0,0.846515,1.139955,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,0,2,1,0,0.832098,1.125957,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,0,3,1,0,0.821285,1.109796,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,0,4,1,0,0.828148,1.131241,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,0,5,1,0,0.837181,1.145649,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,0,6,1,0,0.822115,1.124894,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,0,7,1,0,0.863779,1.178209,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,1,0,1,0,0.809287,1.102724,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,1,1,1,0,0.860094,1.169828,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,1,2,1,0,0.863059,1.163065,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,1,3,1,0,0.830144,1.140272,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,1,4,1,0,0.812892,1.120468,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,1,5,1,0,0.836858,1.138133,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,1,6,1,0,0.855654,1.158215,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,1,7,1,0,0.817367,1.126049,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,2,0,1,0,0.811718,1.115366,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,2,1,1,0,0.816986,1.120669,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,2,2,1,0,0.806969,1.126036,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,2,3,1,0,0.824198,1.133008,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,2,4,1,0,0.838458,1.146833,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,2,5,1,0,0.862374,1.164060,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,2,6,1,0,0.852878,1.167015,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,2,7,1,0,0.842352,1.145010,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,3,0,1,0,0.839001,1.144159,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,3,1,1,0,0.843263,1.161042,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,3,2,1,0,0.831913,1.152774,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,3,3,1,0,0.826625,1.128540,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,3,4,1,0,0.812159,1.121556,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,3,5,1,0,0.816361,1.125317,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,3,6,1,0,0.843115,1.136236,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,3,7,1,0,0.846887,1.146142,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,4,0,1,0,0.820158,1.127118,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,4,1,1,0,0.837967,1.140962,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,4,2,1,0,0.836074,1.132489,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,4,3,1,0,0.785147,1.094708,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,4,4,1,0,0.830117,1.135170,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,4,5,1,0,0.797390,1.102359,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,4,6,1,0,0.828562,1.141050,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,4,7,1,0,0.835973,1.144386,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,5,0,1,0,0.831957,1.143417,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,5,1,1,0,0.808038,1.107871,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,5,2,1,0,0.844620,1.161108,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,5,3,1,0,0.838497,1.138148,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,5,4,1,0,0.814392,1.112660,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,5,5,1,0,0.860744,1.162278,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,5,6,1,0,0.833990,1.142908,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,5,7,1,0,0.857455,1.159846,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,6,0,1,0,0.817938,1.113790,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,6,1,1,0,0.832526,1.128482,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,6,2,1,0,0.829318,1.126749,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,6,3,1,0,0.834895,1.146734,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,6,4,1,0,0.815026,1.104053,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,6,5,1,0,0.841534,1.148310,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,6,6,1,0,0.814062,1.106768,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,6,7,1,0,0.806219,1.106565,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,7,0,1,0,0.840426,1.150639,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,7,1,1,0,0.834593,1.140971,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,7,2,1,0,0.840822,1.157668,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,7,3,1,0,0.859995,1.144299,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,7,4,1,0,0.851825,1.163289,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,7,5,1,0,0.795351,1.095332,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,7,6,1,0,0.834395,1.133190,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,7,7,1,0,0.829293,1.130167,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,8,0,1,0,0.814180,1.119624,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,8,1,1,0,0.825789,1.114377,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,8,2,1,0,0.807454,1.119142,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,8,3,1,0,0.849807,1.149710,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,8,4,1,0,0.808827,1.107798,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,8,5,1,0,0.816611,1.128773,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,8,6,1,0,0.818368,1.121250,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,8,7,1,0,0.853344,1.156487,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,9,0,1,0,0.839233,1.162263,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,9,1,1,0,0.848495,1.150830,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,9,2,1,0,0.851834,1.140942,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,9,3,1,0,0.810466,1.118308,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,9,4,1,0,0.817903,1.116163,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,9,5,1,0,0.840548,1.141974,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,9,6,1,0,0.842656,1.148373,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,false_human_hint,9,7,1,0,0.825084,1.130161,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,0,0,1,0,0.809545,1.052368,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,0,1,1,0,0.836582,1.086527,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,0,2,1,0,0.833858,1.075457,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,0,3,1,0,0.837985,1.092884,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,0,4,1,0,0.801412,1.043621,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,0,5,1,0,0.812800,1.045561,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,0,6,1,0,0.851716,1.096559,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,0,7,1,0,0.820546,1.056776,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,1,0,1,0,0.838201,1.073380,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,1,1,1,0,0.837433,1.077324,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,1,2,1,0,0.832366,1.091607,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,1,3,1,0,0.806189,1.049892,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,1,4,1,0,0.796237,1.052729,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,1,5,1,0,0.878466,1.125484,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,1,6,1,0,0.833532,1.062374,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,1,7,1,0,0.808552,1.051584,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,2,0,1,0,0.786026,1.030228,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,2,1,1,0,0.870870,1.116044,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,2,2,1,0,0.861956,1.089257,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,2,3,1,0,0.802589,1.052486,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,2,4,1,0,0.818112,1.081525,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,2,5,1,0,0.841994,1.092279,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,2,6,1,0,0.820332,1.066307,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,2,7,1,0,0.855485,1.102329,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,3,0,1,0,0.826069,1.060636,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,3,1,1,0,0.807235,1.052753,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,3,2,1,0,0.797553,1.049118,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,3,3,1,0,0.812078,1.057954,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,3,4,1,0,0.825719,1.068207,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,3,5,1,0,0.824568,1.050069,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,3,6,1,0,0.837243,1.091348,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,3,7,1,0,0.831454,1.066371,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,4,0,1,0,0.826795,1.056516,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,4,1,1,0,0.844440,1.089128,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,4,2,1,0,0.819447,1.058167,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,4,3,1,0,0.823553,1.071290,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,4,4,1,0,0.836081,1.086557,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,4,5,1,0,0.865284,1.118237,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,4,6,1,0,0.821723,1.079413,0.000000,0.000000
0.080000,oracle_physical_belief_revision,payload_shift_pick,physical_rule_violation,4,7,1,0,0.824448,1.062522,0.000000,0.000000
