task,regime,split,difficulty,damage_prior,violation_pressure,intervention_ambiguity,operator_unreliability,deployment_shift,feedback_sparsity,horizon_pressure
bin_packing_recovery,false_human_hint,new_operator_interventions,0.360000,0.120000,0.320000,0.420000,0.360000,0.400000,0.280000,0.240000
bin_packing_recovery,false_human_hint,sparse_feedback,0.360000,0.120000,0.320000,0.420000,0.360000,0.560000,0.700000,0.360000
bin_packing_recovery,false_human_hint,long_horizon_recovery,0.360000,0.120000,0.320000,0.420000,0.360000,0.360000,0.340000,0.740000
bin_packing_recovery,false_human_hint,combined_stress,0.360000,0.120000,0.320000,0.420000,0.360000,0.780000,0.700000,0.760000
bin_packing_recovery,physical_rule_violation,in_distribution,0.360000,0.120000,0.580000,0.280000,0.120000,0.050000,0.080000,0.100000
bin_packing_recovery,physical_rule_violation,new_operator_interventions,0.360000,0.120000,0.580000,0.280000,0.120000,0.400000,0.280000,0.240000
bin_packing_recovery,physical_rule_violation,sparse_feedback,0.360000,0.120000,0.580000,0.280000,0.120000,0.560000,0.700000,0.360000
bin_packing_recovery,physical_rule_violation,long_horizon_recovery,0.360000,0.120000,0.580000,0.280000,0.120000,0.360000,0.340000,0.740000
bin_packing_recovery,physical_rule_violation,combined_stress,0.360000,0.120000,0.580000,0.280000,0.120000,0.780000,0.700000,0.760000
bin_packing_recovery,contact_precondition_failure,in_distribution,0.360000,0.120000,0.640000,0.240000,0.110000,0.050000,0.080000,0.100000
bin_packing_recovery,contact_precondition_failure,new_operator_interventions,0.360000,0.120000,0.640000,0.240000,0.110000,0.400000,0.280000,0.240000
bin_packing_recovery,contact_precondition_failure,sparse_feedback,0.360000,0.120000,0.640000,0.240000,0.110000,0.560000,0.700000,0.360000
bin_packing_recovery,contact_precondition_failure,long_horizon_recovery,0.360000,0.120000,0.640000,0.240000,0.110000,0.360000,0.340000,0.740000
bin_packing_recovery,contact_precondition_failure,combined_stress,0.360000,0.120000,0.640000,0.240000,0.110000,0.780000,0.700000,0.760000
bin_packing_recovery,actuator_model_break,in_distribution,0.360000,0.120000,0.700000,0.300000,0.100000,0.050000,0.080000,0.100000
bin_packing_recovery,actuator_model_break,new_operator_interventions,0.360000,0.120000,0.700000,0.300000,0.100000,0.400000,0.280000,0.240000
bin_packing_recovery,actuator_model_break,sparse_feedback,0.360000,0.120000,0.700000,0.300000,0.100000,0.560000,0.700000,0.360000
bin_packing_recovery,actuator_model_break,long_horizon_recovery,0.360000,0.120000,0.700000,0.300000,0.100000,0.360000,0.340000,0.740000
bin_packing_recovery,actuator_model_break,combined_stress,0.360000,0.120000,0.700000,0.300000,0.100000,0.780000,0.700000,0.760000
bin_packing_recovery,environment_change_intervention,in_distribution,0.360000,0.120000,0.760000,0.340000,0.160000,0.050000,0.080000,0.100000
bin_packing_recovery,environment_change_intervention,new_operator_interventions,0.360000,0.120000,0.760000,0.340000,0.160000,0.400000,0.280000,0.240000
bin_packing_recovery,environment_change_intervention,sparse_feedback,0.360000,0.120000,0.760000,0.340000,0.160000,0.560000,0.700000,0.360000
bin_packing_recovery,environment_change_intervention,long_horizon_recovery,0.360000,0.120000,0.760000,0.340000,0.160000,0.360000,0.340000,0.740000
bin_packing_recovery,environment_change_intervention,combined_stress,0.360000,0.120000,0.760000,0.340000,0.160000,0.780000,0.700000,0.760000
bin_packing_recovery,combined_intervention_stress,in_distribution,0.360000,0.120000,0.940000,0.780000,0.480000,0.050000,0.080000,0.100000
bin_packing_recovery,combined_intervention_stress,new_operator_interventions,0.360000,0.120000,0.940000,0.780000,0.480000,0.400000,0.280000,0.240000
bin_packing_recovery,combined_intervention_stress,sparse_feedback,0.360000,0.120000,0.940000,0.780000,0.480000,0.560000,0.700000,0.360000
bin_packing_recovery,combined_intervention_stress,long_horizon_recovery,0.360000,0.120000,0.940000,0.780000,0.480000,0.360000,0.340000,0.740000
bin_packing_recovery,combined_intervention_stress,combined_stress,0.360000,0.120000,0.940000,0.780000,0.480000,0.780000,0.700000,0.760000
